Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","1995","1995","ha","150","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","1995","1995","hg/ha","733","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","1995","1995","tonnes","11","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","1996","1996","ha","350","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","1996","1996","hg/ha","771","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","1996","1996","tonnes","27","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","1997","1997","ha","450","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","1997","1997","hg/ha","800","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","1997","1997","tonnes","36","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","1998","1998","ha","400","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","1998","1998","hg/ha","750","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","1998","1998","tonnes","30","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","1999","1999","ha","200","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","1999","1999","hg/ha","800","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","1999","1999","tonnes","16","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2000","2000","ha","450","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2000","2000","hg/ha","778","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2000","2000","tonnes","35","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2001","2001","ha","400","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2001","2001","hg/ha","750","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2001","2001","tonnes","30","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2002","2002","ha","450","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2002","2002","hg/ha","822","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2002","2002","tonnes","37","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2003","2003","ha","450","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2003","2003","hg/ha","689","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2003","2003","tonnes","31","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2004","2004","ha","500","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2004","2004","hg/ha","880","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2004","2004","tonnes","44","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2005","2005","ha","610","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2005","2005","hg/ha","803","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2005","2005","tonnes","49","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2006","2006","ha","470","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2006","2006","hg/ha","532","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2006","2006","tonnes","25","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2007","2007","ha","460","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2007","2007","hg/ha","804","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2007","2007","tonnes","37","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2008","2008","ha","549","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2008","2008","hg/ha","892","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2008","2008","tonnes","49","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2009","2009","ha","797","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2009","2009","hg/ha","928","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2009","2009","tonnes","74","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2010","2010","ha","430","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2010","2010","hg/ha","1023","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2010","2010","tonnes","44","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2011","2011","ha","430","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2011","2011","hg/ha","1209","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2011","2011","tonnes","52","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2012","2012","ha","450","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2012","2012","hg/ha","1267","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2012","2012","tonnes","57","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2013","2013","ha","250","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2013","2013","hg/ha","1120","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2013","2013","tonnes","28","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2014","2014","ha","250","F","FAO estimate",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2014","2014","hg/ha","1080","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2014","2014","tonnes","27","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2015","2015","ha","100","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2015","2015","hg/ha","1099","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2015","2015","tonnes","11","","Official data",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2016","2016","ha","195","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2016","2016","hg/ha","1127","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2016","2016","tonnes","22","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2017","2017","ha","172","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2017","2017","hg/ha","1162","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2017","2017","tonnes","20","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5312","Area harvested","692","Vanilla","2018","2018","ha","149","Im","FAO data based on imputation methodology",""
"QC","Crops","70","French Polynesia","5419","Yield","692","Vanilla","2018","2018","hg/ha","1183","Fc","Calculated data",""
"QC","Crops","70","French Polynesia","5510","Production","692","Vanilla","2018","2018","tonnes","18","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1961","1961","ha","100","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1961","1961","hg/ha","400","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1961","1961","tonnes","4","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1962","1962","ha","110","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1962","1962","hg/ha","182","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1962","1962","tonnes","2","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1963","1963","ha","110","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1963","1963","hg/ha","182","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1963","1963","tonnes","2","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1964","1964","ha","110","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1964","1964","hg/ha","364","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1964","1964","tonnes","4","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1965","1965","ha","110","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1965","1965","hg/ha","273","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1965","1965","tonnes","3","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1966","1966","ha","110","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1966","1966","hg/ha","273","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1966","1966","tonnes","3","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1967","1967","ha","49","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1967","1967","hg/ha","408","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1967","1967","tonnes","2","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1968","1968","ha","50","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1968","1968","hg/ha","400","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1968","1968","tonnes","2","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1969","1969","ha","50","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1969","1969","hg/ha","400","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1969","1969","tonnes","2","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1970","1970","ha","50","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1970","1970","hg/ha","400","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1970","1970","tonnes","2","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1971","1971","ha","50","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1971","1971","hg/ha","600","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1971","1971","tonnes","3","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1972","1972","ha","50","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1972","1972","hg/ha","600","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1972","1972","tonnes","3","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1973","1973","ha","50","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1973","1973","hg/ha","600","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1973","1973","tonnes","3","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1974","1974","ha","40","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1974","1974","hg/ha","500","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1974","1974","tonnes","2","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1975","1975","ha","35","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1975","1975","hg/ha","571","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1975","1975","tonnes","2","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1976","1976","ha","35","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1976","1976","hg/ha","286","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1976","1976","tonnes","1","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1977","1977","ha","15","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1977","1977","hg/ha","1333","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1977","1977","tonnes","2","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1978","1978","ha","20","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1978","1978","hg/ha","1500","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1978","1978","tonnes","3","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1979","1979","ha","20","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1979","1979","hg/ha","1500","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1979","1979","tonnes","3","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1980","1980","ha","20","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1980","1980","hg/ha","1500","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1980","1980","tonnes","3","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1981","1981","ha","20","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1981","1981","hg/ha","1500","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1981","1981","tonnes","3","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1982","1982","ha","18","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1982","1982","hg/ha","2222","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1982","1982","tonnes","4","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1983","1983","ha","18","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1983","1983","hg/ha","2222","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1983","1983","tonnes","4","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1984","1984","ha","18","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1984","1984","hg/ha","2222","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1984","1984","tonnes","4","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1985","1985","ha","20","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1985","1985","hg/ha","3000","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1985","1985","tonnes","6","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1986","1986","ha","35","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1986","1986","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1986","1986","tonnes","7","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1987","1987","ha","35","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1987","1987","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1987","1987","tonnes","7","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1988","1988","ha","35","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1988","1988","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1988","1988","tonnes","7","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1989","1989","ha","35","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1989","1989","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1989","1989","tonnes","7","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1990","1990","ha","40","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1990","1990","hg/ha","2000","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1990","1990","tonnes","8","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1991","1991","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1991","1991","hg/ha","1936","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1991","1991","tonnes","8","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1992","1992","ha","37","","Official data",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1992","1992","hg/ha","2162","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1992","1992","tonnes","8","","Official data",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1993","1993","ha","40","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1993","1993","hg/ha","2023","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1993","1993","tonnes","8","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1994","1994","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1994","1994","hg/ha","2004","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1994","1994","tonnes","8","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1995","1995","ha","43","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1995","1995","hg/ha","1966","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1995","1995","tonnes","8","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1996","1996","ha","42","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1996","1996","hg/ha","2021","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1996","1996","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1997","1997","ha","42","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1997","1997","hg/ha","2076","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1997","1997","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1998","1998","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1998","1998","hg/ha","2131","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1998","1998","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","1999","1999","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","1999","1999","hg/ha","2185","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","1999","1999","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2000","2000","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2000","2000","hg/ha","2240","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2000","2000","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2001","2001","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2001","2001","hg/ha","2295","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2001","2001","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2002","2002","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2002","2002","hg/ha","2350","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2002","2002","tonnes","9","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2003","2003","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2003","2003","hg/ha","2404","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2003","2003","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2004","2004","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2004","2004","hg/ha","2443","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2004","2004","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2005","2005","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2005","2005","hg/ha","2466","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2005","2005","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2006","2006","ha","40","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2006","2006","hg/ha","2488","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2006","2006","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2007","2007","ha","40","F","FAO estimate",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2007","2007","hg/ha","2511","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2007","2007","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2008","2008","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2008","2008","hg/ha","2533","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2008","2008","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2009","2009","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2009","2009","hg/ha","2556","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2009","2009","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2010","2010","ha","40","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2010","2010","hg/ha","2579","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2010","2010","tonnes","10","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2011","2011","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2011","2011","hg/ha","2601","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2011","2011","tonnes","11","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2012","2012","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2012","2012","hg/ha","2624","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2012","2012","tonnes","11","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2013","2013","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2013","2013","hg/ha","2646","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2013","2013","tonnes","11","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2014","2014","ha","41","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2014","2014","hg/ha","2654","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2014","2014","tonnes","11","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2015","2015","ha","42","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2015","2015","hg/ha","2677","Fc","Calculated data",""
"QC","Crops","87","Guadeloupe","5510","Production","692","Vanilla","2015","2015","tonnes","11","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5312","Area harvested","692","Vanilla","2016","2016","ha","42","Im","FAO data based on imputation methodology",""
"QC","Crops","87","Guadeloupe","5419","Yield","692","Vanilla","2016","2016","hg/ha","2679","Fc","Calculated data",""
